"Transects","Elsamp","Binomial","Subfamily","Genus","TrophicLevel","Specialization","NestingSite"
"1963.Gregg.G",1000.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1000.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1000.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1000.00,"Lasius.neoniger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1000.00,"Lasius.alienus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1000.00,"Myrmecocystus.melliger","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1000.00,"Crematogaster.lineolata","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1000.00,"Diplorhoptrum.validiusculum","Myrmicinae","Diplorhoptrum",,,"Gr"
"1963.Gregg.G",1000.00,"Monomorium.minimum","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1000.00,"Myrmica.americana","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1000.00,"Pheidole.soritis","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1000.00,"Pheidole.bicarinata","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1000.00,"Pogonomyrmex.barbatus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1000.00,"Pogonomyrmex.occidentalis","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1000.00,"Pogonomyrmex.rugosus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1000.00,"Solenopsis.salina","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1000.00,"Stenamma.brevicorne","Myrmicinae","Stenamma",,,"Gr, Ar"
"1963.Gregg.G",1000.00,"Ponera.pennsylvanica","Ponerinae","Ponera","Presumed predator",,"Gr"
"1963.Gregg.G",1100.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1100.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1100.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1100.00,"Lasius.neoniger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1100.00,"Lasius.alienus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1100.00,"Myrmecocystus.melliger","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1100.00,"Crematogaster.lineolata","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1100.00,"Diplorhoptrum.validiusculum","Myrmicinae","Diplorhoptrum",,,"Gr"
"1963.Gregg.G",1100.00,"Monomorium.minimum","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1100.00,"Myrmica.americana","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1100.00,"Pheidole.soritis","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1100.00,"Pheidole.bicarinata","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1100.00,"Pogonomyrmex.barbatus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1100.00,"Pogonomyrmex.occidentalis","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1100.00,"Pogonomyrmex.rugosus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1100.00,"Solenopsis.salina","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1100.00,"Ponera.pennsylvanica","Ponerinae","Ponera","Presumed predator",,"Gr"
"1963.Gregg.G",1200.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1200.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Forelius.mccooki","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Neivamyrmex.nigrescens","Dorylinae","Neivamyrmex","Predator","G","Gr"
"1963.Gregg.G",1200.00,"Camponotus.vicinus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Formica.bradleyi","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1200.00,"Lasius.neoniger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1200.00,"Lasius.alienus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1200.00,"Myrmecocystus.melliger","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1200.00,"Myrmecocystus.navajo","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1200.00,"Crematogaster.lineolata","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Crematogaster.minutissima.missouriensis","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Diplorhoptrum.validiusculum","Myrmicinae","Diplorhoptrum",,,"Gr"
"1963.Gregg.G",1200.00,"Monomorium.minimum","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1200.00,"Monomorium.viride","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1200.00,"Myrmica.americana","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1200.00,"Pheidole.soritis","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Pheidole.bicarinata","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Pheidole.senex","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Pheidole.desertorum","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Pogonomyrmex.barbatus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1200.00,"Pogonomyrmex.occidentalis","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1200.00,"Pogonomyrmex.rugosus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1200.00,"Solenopsis.salina","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1200.00,"Solenopsis.xyloni","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1200.00,"Temnothorax.obliquicanthus","Myrmicinae","Temnothorax","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1200.00,"Hypoponera.opacior","Ponerinae","Hypoponera",,,"Gr"
"1963.Gregg.G",1200.00,"Ponera.pennsylvanica","Ponerinae","Ponera","Presumed predator",,"Gr"
"1963.Gregg.G",1300.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1300.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Forelius.mccooki","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Liometopum.luctuosum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Liometopum.apiculatum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Neivamyrmex.nigrescens","Dorylinae","Neivamyrmex","Predator","G","Gr"
"1963.Gregg.G",1300.00,"Brachymyrmex.depilis","Formicinae","Brachymyrmex","Plant fluid, Honeydew",,"Gr"
"1963.Gregg.G",1300.00,"Camponotus.vicinus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Camponotus.modoc","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Camponotus.decipiens","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Camponotus.sansabeanus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Camponotus.nearcticus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.bradleyi","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.lasioides","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.obtusopilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.argentea","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Formica.fusca","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1300.00,"Lasius.neoniger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Lasius.alienus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Lasius.pallitarsis","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Lasius.latipes","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Lasius.flavus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Lasius.claviger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1300.00,"Myrmecocystus.melliger","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1300.00,"Myrmecocystus.semirufus","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1300.00,"Myrmecocystus.mexicanus","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1300.00,"Crematogaster.lineolata","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Crematogaster.emeryana","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Diplorhoptrum.validiusculum","Myrmicinae","Diplorhoptrum",,,"Gr"
"1963.Gregg.G",1300.00,"Manica.invidia","Myrmicinae","Manica","Presumed Predator, Scavenger","PrG","Gr"
"1963.Gregg.G",1300.00,"Monomorium.minimum","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1300.00,"Monomorium.viride","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1300.00,"Myrmica.americana","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1300.00,"Myrmica.brevispinosa","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1300.00,"Myrmica.whymperi","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1300.00,"Pheidole.bicarinata","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Pogonomyrmex.barbatus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1300.00,"Pogonomyrmex.occidentalis","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1300.00,"Pogonomyrmex.rugosus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1300.00,"Pogonomyrmex.imberbiculus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1300.00,"Pogonomyrmex.maricopa","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1300.00,"Solenopsis.salina","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1300.00,"Temnothorax.neomexicanus","Myrmicinae","Temnothorax","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1300.00,"Hypoponera.opacior","Ponerinae","Hypoponera",,,"Gr"
"1963.Gregg.G",1300.00,"Ponera.pennsylvanica","Ponerinae","Ponera","Presumed predator",,"Gr"
"1963.Gregg.G",1400.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1400.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Liometopum.luctuosum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Liometopum.apiculatum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Neivamyrmex.nigrescens","Dorylinae","Neivamyrmex","Predator","G","Gr"
"1963.Gregg.G",1400.00,"Brachymyrmex.depilis","Formicinae","Brachymyrmex","Plant fluid, Honeydew",,"Gr"
"1963.Gregg.G",1400.00,"Camponotus.vicinus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Camponotus.modoc","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Camponotus.decipiens","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Camponotus.sansabeanus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Camponotus.nearcticus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.bradleyi","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.lasioides","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.obtusopilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.argentea","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Formica.fusca","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1400.00,"Lasius.neoniger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Lasius.alienus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Lasius.pallitarsis","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Lasius.latipes","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Lasius.flavus","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Lasius.claviger","Formicinae","Lasius",,"G","Gr"
"1963.Gregg.G",1400.00,"Myrmecocystus.melliger","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1400.00,"Myrmecocystus.semirufus","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1400.00,"Myrmecocystus.mexicanus","Formicinae","Myrmecocystus",,,"Gr"
"1963.Gregg.G",1400.00,"Crematogaster.lineolata","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Crematogaster.emeryana","Myrmicinae","Crematogaster","Predator, Scavenger, Plant fluid","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Diplorhoptrum.validiusculum","Myrmicinae","Diplorhoptrum",,,"Gr"
"1963.Gregg.G",1400.00,"Manica.invidia","Myrmicinae","Manica","Presumed Predator, Scavenger","PrG","Gr"
"1963.Gregg.G",1400.00,"Monomorium.minimum","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1400.00,"Monomorium.viride","Myrmicinae","Monomorium",,"G","Gr"
"1963.Gregg.G",1400.00,"Myrmica.americana","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1400.00,"Myrmica.brevispinosa","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1400.00,"Myrmica.whymperi","Myrmicinae","Myrmica",,,"Gr"
"1963.Gregg.G",1400.00,"Pheidole.bicarinata","Myrmicinae","Pheidole","Scavenger, Granivore","G","Gr, Ar"
"1963.Gregg.G",1400.00,"Pogonomyrmex.barbatus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1400.00,"Pogonomyrmex.occidentalis","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1400.00,"Pogonomyrmex.rugosus","Myrmicinae","Pogonomyrmex","Scavenger, Granivore","G","Gr"
"1963.Gregg.G",1400.00,"Solenopsis.salina","Myrmicinae","Solenopsis",,,"Gr"
"1963.Gregg.G",1400.00,"Hypoponera.opacior","Ponerinae","Hypoponera",,,"Gr"
"1963.Gregg.G",1400.00,"Ponera.pennsylvanica","Ponerinae","Ponera","Presumed predator",,"Gr"
"1963.Gregg.G",1500.00,"Dorymyrmex.pyramicus","Dolichoderinae","Dorymyrmex","Predator, Scavenger, Granivore, Honeydew",,"Gr"
"1963.Gregg.G",1500.00,"Forelius.pruinosus","Dolichoderinae","Forelius","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Liometopum.luctuosum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Liometopum.apiculatum","Dolichoderinae","Liometopum","Predator, Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Tapinoma.sessile","Dolichoderinae","Tapinoma","Scavenger, Honeydew","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Neivamyrmex.nigrescens","Dorylinae","Neivamyrmex","Predator","G","Gr"
"1963.Gregg.G",1500.00,"Brachymyrmex.depilis","Formicinae","Brachymyrmex","Plant fluid, Honeydew",,"Gr"
"1963.Gregg.G",1500.00,"Camponotus.vicinus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.modoc","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.decipiens","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.sansabeanus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.nearcticus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.laevigatus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Camponotus.herculeanus","Formicinae","Camponotus","Plant fluid, Honeydew, Predator, Scavenger","G","Gr, Ar"
"1963.Gregg.G",1500.00,"Formica.obscuripes","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.neoclara","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.neogagates","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.lepida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.pallidefulva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.dolosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.perpilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.bradleyi","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.lasioides","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.obtusopilosa","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.argentea","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.fusca","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.densiventris","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.criniventris","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.laeviceps","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.rufibarbis","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.aserva","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.coloradensis","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.dakotensis","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.subpolita.ficticia","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.ciliata","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.opaciventris","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.hewitti","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.obscuriventris.clivia","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.puberula","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.ravida","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.oreas","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
"1963.Gregg.G",1500.00,"Formica.limata","Formicinae","Formica","Predator, Scavenger, Honeydew","G","Gr"
