"","Transect","Label","Elsamp","Subfamily","SFnumSpp","id"
"1","1963.Gregg.G","Colorado, USA",1000,"Agroecomyrmecinae",0,1
"2","1963.Gregg.G","Colorado, USA",1100,"Agroecomyrmecinae",0,2
"3","1963.Gregg.G","Colorado, USA",1200,"Agroecomyrmecinae",0,3
"4","1963.Gregg.G","Colorado, USA",1300,"Agroecomyrmecinae",0,4
"5","1963.Gregg.G","Colorado, USA",1400,"Agroecomyrmecinae",0,5
"6","1963.Gregg.G","Colorado, USA",1500,"Agroecomyrmecinae",0,6
"7","1963.Gregg.G","Colorado, USA",1600,"Agroecomyrmecinae",0,7
"8","1963.Gregg.G","Colorado, USA",1700,"Agroecomyrmecinae",0,8
"9","1963.Gregg.G","Colorado, USA",1800,"Agroecomyrmecinae",0,9
"10","1963.Gregg.G","Colorado, USA",1900,"Agroecomyrmecinae",0,10
"11","1963.Gregg.G","Colorado, USA",2000,"Agroecomyrmecinae",0,11
"12","1963.Gregg.G","Colorado, USA",2100,"Agroecomyrmecinae",0,12
"13","1963.Gregg.G","Colorado, USA",2200,"Agroecomyrmecinae",0,13
"14","1963.Gregg.G","Colorado, USA",2300,"Agroecomyrmecinae",0,14
"15","1963.Gregg.G","Colorado, USA",2400,"Agroecomyrmecinae",0,15
"16","1963.Gregg.G","Colorado, USA",2500,"Agroecomyrmecinae",0,16
"17","1963.Gregg.G","Colorado, USA",2600,"Agroecomyrmecinae",0,17
"18","1963.Gregg.G","Colorado, USA",2700,"Agroecomyrmecinae",0,18
"19","1963.Gregg.G","Colorado, USA",2800,"Agroecomyrmecinae",0,19
"20","1963.Gregg.G","Colorado, USA",2900,"Agroecomyrmecinae",0,20
"21","1963.Gregg.G","Colorado, USA",3000,"Agroecomyrmecinae",0,21
"22","1963.Gregg.G","Colorado, USA",3100,"Agroecomyrmecinae",0,22
"23","1963.Gregg.G","Colorado, USA",3200,"Agroecomyrmecinae",0,23
"24","1963.Gregg.G","Colorado, USA",3300,"Agroecomyrmecinae",0,24
"25","1963.Gregg.G","Colorado, USA",3400,"Agroecomyrmecinae",0,25
"26","1963.Gregg.G","Colorado, USA",3500,"Agroecomyrmecinae",0,26
"27","1963.Gregg.G","Colorado, USA",3600,"Agroecomyrmecinae",0,27
"28","1963.Gregg.G","Colorado, USA",3700,"Agroecomyrmecinae",0,28
"29","1963.Gregg.G","Colorado, USA",3800,"Agroecomyrmecinae",0,29
"30","1963.Gregg.G","Colorado, USA",3900,"Agroecomyrmecinae",0,30
"31","1963.Gregg.G","Colorado, USA",4000,"Agroecomyrmecinae",0,31
"32","1963.Gregg.G","Colorado, USA",4100,"Agroecomyrmecinae",0,32
"33","1963.Gregg.G","Colorado, USA",4200,"Agroecomyrmecinae",0,33
"34","1982.Allred.G","Utah, USA",700,"Agroecomyrmecinae",0,34
"35","1982.Allred.G","Utah, USA",800,"Agroecomyrmecinae",0,35
"36","1982.Allred.G","Utah, USA",900,"Agroecomyrmecinae",0,36
"37","1982.Allred.G","Utah, USA",1000,"Agroecomyrmecinae",0,37
"38","1982.Allred.G","Utah, USA",1100,"Agroecomyrmecinae",0,38
"39","1982.Allred.G","Utah, USA",1200,"Agroecomyrmecinae",0,39
"40","1982.Allred.G","Utah, USA",1300,"Agroecomyrmecinae",0,40
"41","1982.Allred.G","Utah, USA",1400,"Agroecomyrmecinae",0,41
"42","1982.Allred.G","Utah, USA",1500,"Agroecomyrmecinae",0,42
"43","1982.Allred.G","Utah, USA",1600,"Agroecomyrmecinae",0,43
"44","1982.Allred.G","Utah, USA",1700,"Agroecomyrmecinae",0,44
"45","1982.Allred.G","Utah, USA",1800,"Agroecomyrmecinae",0,45
"46","1982.Allred.G","Utah, USA",1900,"Agroecomyrmecinae",0,46
"47","1982.Allred.G","Utah, USA",2000,"Agroecomyrmecinae",0,47
"48","1982.Allred.G","Utah, USA",2100,"Agroecomyrmecinae",0,48
"49","1982.Allred.G","Utah, USA",2200,"Agroecomyrmecinae",0,49
"50","1982.Allred.G","Utah, USA",2300,"Agroecomyrmecinae",0,50
"51","1982.Allred.G","Utah, USA",2400,"Agroecomyrmecinae",0,51
"52","1982.Allred.G","Utah, USA",2500,"Agroecomyrmecinae",0,52
"53","1982.Allred.G","Utah, USA",2600,"Agroecomyrmecinae",0,53
"54","1982.Allred.G","Utah, USA",2700,"Agroecomyrmecinae",0,54
"55","1982.Allred.G","Utah, USA",2800,"Agroecomyrmecinae",0,55
"56","1982.Allred.G","Utah, USA",2900,"Agroecomyrmecinae",0,56
"57","1982.Allred.G","Utah, USA",3000,"Agroecomyrmecinae",0,57
"58","1982.Allred.G","Utah, USA",3100,"Agroecomyrmecinae",0,58
"59","1982.Allred.G","Utah, USA",3200,"Agroecomyrmecinae",0,59
"60","1982.Allred.G","Utah, USA",3300,"Agroecomyrmecinae",0,60
"61","1982.Allred.G","Utah, USA",3400,"Agroecomyrmecinae",0,61
"62","1982.Moody&Francke.G","W Texas, USA",100,"Agroecomyrmecinae",0,62
"63","1982.Moody&Francke.G","W Texas, USA",200,"Agroecomyrmecinae",0,63
"64","1982.Moody&Francke.G","W Texas, USA",300,"Agroecomyrmecinae",0,64
"65","1982.Moody&Francke.G","W Texas, USA",400,"Agroecomyrmecinae",0,65
"66","1982.Moody&Francke.G","W Texas, USA",500,"Agroecomyrmecinae",0,66
"67","1982.Moody&Francke.G","W Texas, USA",600,"Agroecomyrmecinae",0,67
"68","1982.Moody&Francke.G","W Texas, USA",700,"Agroecomyrmecinae",0,68
"69","1982.Moody&Francke.G","W Texas, USA",800,"Agroecomyrmecinae",0,69
"70","1982.Moody&Francke.G","W Texas, USA",900,"Agroecomyrmecinae",0,70
"71","1982.Moody&Francke.G","W Texas, USA",1000,"Agroecomyrmecinae",0,71
"72","1982.Moody&Francke.G","W Texas, USA",1100,"Agroecomyrmecinae",0,72
"73","1982.Moody&Francke.G","W Texas, USA",1200,"Agroecomyrmecinae",0,73
"74","1982.Moody&Francke.G","W Texas, USA",1300,"Agroecomyrmecinae",0,74
"75","1982.Moody&Francke.G","W Texas, USA",1400,"Agroecomyrmecinae",0,75
"76","1982.Moody&Francke.G","W Texas, USA",1500,"Agroecomyrmecinae",0,76
"77","1982.Moody&Francke.G","W Texas, USA",1600,"Agroecomyrmecinae",0,77
"78","1982.Moody&Francke.G","W Texas, USA",1700,"Agroecomyrmecinae",0,78
"79","1982.Moody&Francke.G","W Texas, USA",1800,"Agroecomyrmecinae",0,79
"80","1982.Moody&Francke.G","W Texas, USA",1900,"Agroecomyrmecinae",0,80
"81","1982.Moody&Francke.G","W Texas, USA",2000,"Agroecomyrmecinae",0,81
"82","1982.Moody&Francke.G","W Texas, USA",2100,"Agroecomyrmecinae",0,82
"83","1982.Moody&Francke.G","W Texas, USA",2200,"Agroecomyrmecinae",0,83
"84","1982.Moody&Francke.G","W Texas, USA",2300,"Agroecomyrmecinae",0,84
"85","1982.Moody&Francke.G","W Texas, USA",2400,"Agroecomyrmecinae",0,85
"86","1983.VanPelt.G","Chisos Mtns, USA",1000,"Agroecomyrmecinae",0,86
"87","1983.VanPelt.G","Chisos Mtns, USA",1100,"Agroecomyrmecinae",0,87
"88","1983.VanPelt.G","Chisos Mtns, USA",1200,"Agroecomyrmecinae",0,88
"89","1983.VanPelt.G","Chisos Mtns, USA",1300,"Agroecomyrmecinae",0,89
"90","1983.VanPelt.G","Chisos Mtns, USA",1400,"Agroecomyrmecinae",0,90
"91","1983.VanPelt.G","Chisos Mtns, USA",1500,"Agroecomyrmecinae",0,91
"92","1983.VanPelt.G","Chisos Mtns, USA",1600,"Agroecomyrmecinae",0,92
"93","1983.VanPelt.G","Chisos Mtns, USA",1700,"Agroecomyrmecinae",0,93
"94","1983.VanPelt.G","Chisos Mtns, USA",1800,"Agroecomyrmecinae",0,94
"95","1983.VanPelt.G","Chisos Mtns, USA",1900,"Agroecomyrmecinae",0,95
"96","1983.VanPelt.G","Chisos Mtns, USA",2000,"Agroecomyrmecinae",0,96
"97","1983.VanPelt.G","Chisos Mtns, USA",2100,"Agroecomyrmecinae",0,97
"98","1983.VanPelt.G","Chisos Mtns, USA",2200,"Agroecomyrmecinae",0,98
"99","1983.VanPelt.G","Chisos Mtns, USA",2300,"Agroecomyrmecinae",0,99
"100","1986.Wheeler&Wheeler.G","Nevada, USA",100,"Agroecomyrmecinae",0,100
"101","1986.Wheeler&Wheeler.G","Nevada, USA",200,"Agroecomyrmecinae",0,101
"102","1986.Wheeler&Wheeler.G","Nevada, USA",300,"Agroecomyrmecinae",0,102
"103","1986.Wheeler&Wheeler.G","Nevada, USA",400,"Agroecomyrmecinae",0,103
"104","1986.Wheeler&Wheeler.G","Nevada, USA",500,"Agroecomyrmecinae",0,104
"105","1986.Wheeler&Wheeler.G","Nevada, USA",600,"Agroecomyrmecinae",0,105
"106","1986.Wheeler&Wheeler.G","Nevada, USA",700,"Agroecomyrmecinae",0,106
"107","1986.Wheeler&Wheeler.G","Nevada, USA",800,"Agroecomyrmecinae",0,107
"108","1986.Wheeler&Wheeler.G","Nevada, USA",900,"Agroecomyrmecinae",0,108
"109","1986.Wheeler&Wheeler.G","Nevada, USA",1000,"Agroecomyrmecinae",0,109
"110","1986.Wheeler&Wheeler.G","Nevada, USA",1100,"Agroecomyrmecinae",0,110
"111","1986.Wheeler&Wheeler.G","Nevada, USA",1200,"Agroecomyrmecinae",0,111
"112","1986.Wheeler&Wheeler.G","Nevada, USA",1300,"Agroecomyrmecinae",0,112
"113","1986.Wheeler&Wheeler.G","Nevada, USA",1400,"Agroecomyrmecinae",0,113
"114","1986.Wheeler&Wheeler.G","Nevada, USA",1500,"Agroecomyrmecinae",0,114
"115","1986.Wheeler&Wheeler.G","Nevada, USA",1600,"Agroecomyrmecinae",0,115
"116","1986.Wheeler&Wheeler.G","Nevada, USA",1700,"Agroecomyrmecinae",0,116
"117","1986.Wheeler&Wheeler.G","Nevada, USA",1800,"Agroecomyrmecinae",0,117
"118","1986.Wheeler&Wheeler.G","Nevada, USA",1900,"Agroecomyrmecinae",0,118
"119","1986.Wheeler&Wheeler.G","Nevada, USA",2000,"Agroecomyrmecinae",0,119
"120","1986.Wheeler&Wheeler.G","Nevada, USA",2100,"Agroecomyrmecinae",0,120
"121","1986.Wheeler&Wheeler.G","Nevada, USA",2200,"Agroecomyrmecinae",0,121
"122","1986.Wheeler&Wheeler.G","Nevada, USA",2300,"Agroecomyrmecinae",0,122
"123","1986.Wheeler&Wheeler.G","Nevada, USA",2400,"Agroecomyrmecinae",0,123
"124","1986.Wheeler&Wheeler.G","Nevada, USA",2500,"Agroecomyrmecinae",0,124
"125","1986.Wheeler&Wheeler.G","Nevada, USA",2600,"Agroecomyrmecinae",0,125
"126","1986.Wheeler&Wheeler.G","Nevada, USA",2700,"Agroecomyrmecinae",0,126
"127","1986.Wheeler&Wheeler.G","Nevada, USA",2800,"Agroecomyrmecinae",0,127
"128","1986.Wheeler&Wheeler.G","Nevada, USA",2900,"Agroecomyrmecinae",0,128
"129","1986.Wheeler&Wheeler.G","Nevada, USA",3000,"Agroecomyrmecinae",0,129
"130","1986.Wheeler&Wheeler.G","Nevada, USA",3100,"Agroecomyrmecinae",0,130
"131","1986.Wheeler&Wheeler.G","Nevada, USA",3200,"Agroecomyrmecinae",0,131
"132","1986.Wheeler&Wheeler.G","Nevada, USA",3300,"Agroecomyrmecinae",0,132
"133","1986.Wheeler&Wheeler.G","Nevada, USA",3400,"Agroecomyrmecinae",0,133
"134","1986.Wheeler&Wheeler.G","Nevada, USA",3500,"Agroecomyrmecinae",0,134
"135","1986.Wheeler&Wheeler.G","Nevada, USA",3600,"Agroecomyrmecinae",0,135
"136","1986.Wheeler&Wheeler.G","Nevada, USA",3700,"Agroecomyrmecinae",0,136
"137","1997.Samson et al.A","Mt Isarog, Philippines",250,"Agroecomyrmecinae",0,137
"139","1997.Samson et al.A","Mt Isarog, Philippines",475,"Agroecomyrmecinae",0,139
"144","1997.Samson et al.A","Mt Isarog, Philippines",900,"Agroecomyrmecinae",0,144
"146","1997.Samson et al.A","Mt Isarog, Philippines",1125,"Agroecomyrmecinae",0,146
"148","1997.Samson et al.A","Mt Isarog, Philippines",1350,"Agroecomyrmecinae",0,148
"150","1997.Samson et al.A","Mt Isarog, Philippines",1550,"Agroecomyrmecinae",0,150
"152","1997.Samson et al.A","Mt Isarog, Philippines",1750,"Agroecomyrmecinae",0,152
"153","1998.Fisher.whole","Ambohitsitondroina, Madagascar",25,"Agroecomyrmecinae",0,153
"157","1998.Fisher.whole","Ambohitsitondroina, Madagascar",425,"Agroecomyrmecinae",0,157
"161","1998.Fisher.whole","Ambohitsitondroina, Madagascar",825,"Agroecomyrmecinae",0,161
"162","1998.Fisher.whole","Ambohitsitondroina, Madagascar",875,"Agroecomyrmecinae",0,162
"165","1998.Fisher.whole","Ambohitsitondroina, Madagascar",1200,"Agroecomyrmecinae",0,165
"169","1998.Fisher.whole","Ambohitsitondroina, Madagascar",1565,"Agroecomyrmecinae",0,169
"173","1998.Fisher.whole","Ambohitsitondroina, Madagascar",1985,"Agroecomyrmecinae",0,173
"174","2003.Araujo&Fernandes.A","Espinhaco, Brazil",800,"Agroecomyrmecinae",0,174
"175","2003.Araujo&Fernandes.A","Espinhaco, Brazil",900,"Agroecomyrmecinae",0,175
"176","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1000,"Agroecomyrmecinae",0,176
"177","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1100,"Agroecomyrmecinae",0,177
"178","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1200,"Agroecomyrmecinae",0,178
"179","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1300,"Agroecomyrmecinae",0,179
"180","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1400,"Agroecomyrmecinae",0,180
"181","2003.Araujo&Fernandes.A","Espinhaco, Brazil",1500,"Agroecomyrmecinae",0,181
"182","2003.Hellrigl.G","South Tirol, Italy",200,"Agroecomyrmecinae",0,182
"183","2003.Hellrigl.G","South Tirol, Italy",300,"Agroecomyrmecinae",0,183
"184","2003.Hellrigl.G","South Tirol, Italy",400,"Agroecomyrmecinae",0,184
"185","2003.Hellrigl.G","South Tirol, Italy",500,"Agroecomyrmecinae",0,185
"186","2003.Hellrigl.G","South Tirol, Italy",600,"Agroecomyrmecinae",0,186
"187","2003.Hellrigl.G","South Tirol, Italy",700,"Agroecomyrmecinae",0,187
"188","2003.Hellrigl.G","South Tirol, Italy",800,"Agroecomyrmecinae",0,188
"189","2003.Hellrigl.G","South Tirol, Italy",900,"Agroecomyrmecinae",0,189
"190","2003.Hellrigl.G","South Tirol, Italy",1000,"Agroecomyrmecinae",0,190
"191","2003.Hellrigl.G","South Tirol, Italy",1100,"Agroecomyrmecinae",0,191
"192","2003.Hellrigl.G","South Tirol, Italy",1200,"Agroecomyrmecinae",0,192
"193","2003.Hellrigl.G","South Tirol, Italy",1300,"Agroecomyrmecinae",0,193
"194","2003.Hellrigl.G","South Tirol, Italy",1400,"Agroecomyrmecinae",0,194
"195","2003.Hellrigl.G","South Tirol, Italy",1500,"Agroecomyrmecinae",0,195
"196","2003.Hellrigl.G","South Tirol, Italy",1600,"Agroecomyrmecinae",0,196
"197","2003.Hellrigl.G","South Tirol, Italy",1700,"Agroecomyrmecinae",0,197
"198","2003.Hellrigl.G","South Tirol, Italy",1800,"Agroecomyrmecinae",0,198
"199","2003.Hellrigl.G","South Tirol, Italy",1900,"Agroecomyrmecinae",0,199
"200","2003.Hellrigl.G","South Tirol, Italy",2000,"Agroecomyrmecinae",0,200
"201","2003.Hellrigl.G","South Tirol, Italy",2100,"Agroecomyrmecinae",0,201
"202","2003.Hellrigl.G","South Tirol, Italy",2200,"Agroecomyrmecinae",0,202
"203","2003.Hellrigl.G","South Tirol, Italy",2300,"Agroecomyrmecinae",0,203
"204","2003.Hellrigl.G","South Tirol, Italy",2400,"Agroecomyrmecinae",0,204
"205","2003.Hellrigl.G","South Tirol, Italy",2500,"Agroecomyrmecinae",0,205
"206","2006.Glaser.G","Alps, Austria",400,"Agroecomyrmecinae",0,206
"207","2006.Glaser.G","Alps, Austria",500,"Agroecomyrmecinae",0,207
"208","2006.Glaser.G","Alps, Austria",600,"Agroecomyrmecinae",0,208
"209","2006.Glaser.G","Alps, Austria",700,"Agroecomyrmecinae",0,209
"210","2006.Glaser.G","Alps, Austria",800,"Agroecomyrmecinae",0,210
"211","2006.Glaser.G","Alps, Austria",900,"Agroecomyrmecinae",0,211
"212","2006.Glaser.G","Alps, Austria",1000,"Agroecomyrmecinae",0,212
"213","2006.Glaser.G","Alps, Austria",1100,"Agroecomyrmecinae",0,213
"214","2006.Glaser.G","Alps, Austria",1200,"Agroecomyrmecinae",0,214
"215","2006.Glaser.G","Alps, Austria",1300,"Agroecomyrmecinae",0,215
"216","2006.Glaser.G","Alps, Austria",1400,"Agroecomyrmecinae",0,216
"217","2006.Glaser.G","Alps, Austria",1500,"Agroecomyrmecinae",0,217
"218","2006.Glaser.G","Alps, Austria",1600,"Agroecomyrmecinae",0,218
"219","2006.Glaser.G","Alps, Austria",1700,"Agroecomyrmecinae",0,219
"220","2006.Glaser.G","Alps, Austria",1800,"Agroecomyrmecinae",0,220
"221","2006.Glaser.G","Alps, Austria",1900,"Agroecomyrmecinae",0,221
"222","2006.Glaser.G","Alps, Austria",2000,"Agroecomyrmecinae",0,222
"223","2006.Glaser.G","Alps, Austria",2100,"Agroecomyrmecinae",0,223
"224","2007.Lessard et al.A","Smoky Mtns, USA",379,"Agroecomyrmecinae",0,224
"225","2007.Lessard et al.A","Smoky Mtns, USA",403,"Agroecomyrmecinae",0,225
"226","2007.Lessard et al.A","Smoky Mtns, USA",440,"Agroecomyrmecinae",0,226
"227","2007.Lessard et al.A","Smoky Mtns, USA",462,"Agroecomyrmecinae",0,227
"228","2007.Lessard et al.A","Smoky Mtns, USA",511,"Agroecomyrmecinae",0,228
"229","2007.Lessard et al.A","Smoky Mtns, USA",520,"Agroecomyrmecinae",0,229
"230","2007.Lessard et al.A","Smoky Mtns, USA",625,"Agroecomyrmecinae",0,230
"231","2007.Lessard et al.A","Smoky Mtns, USA",656,"Agroecomyrmecinae",0,231
"232","2007.Lessard et al.A","Smoky Mtns, USA",719,"Agroecomyrmecinae",0,232
"233","2007.Lessard et al.A","Smoky Mtns, USA",786,"Agroecomyrmecinae",0,233
"235","2007.Lessard et al.A","Smoky Mtns, USA",941,"Agroecomyrmecinae",0,235
"236","2007.Lessard et al.A","Smoky Mtns, USA",988,"Agroecomyrmecinae",0,236
"237","2007.Lessard et al.A","Smoky Mtns, USA",1087,"Agroecomyrmecinae",0,237
"239","2007.Lessard et al.A","Smoky Mtns, USA",1231,"Agroecomyrmecinae",0,239
"240","2007.Lessard et al.A","Smoky Mtns, USA",1342,"Agroecomyrmecinae",0,240
"241","2007.Lessard et al.A","Smoky Mtns, USA",1419,"Agroecomyrmecinae",0,241
"242","2007.Lessard et al.A","Smoky Mtns, USA",1456,"Agroecomyrmecinae",0,242
"243","2007.Lessard et al.A","Smoky Mtns, USA",1530,"Agroecomyrmecinae",0,243
"244","2007.Lessard et al.A","Smoky Mtns, USA",1651,"Agroecomyrmecinae",0,244
"245","2007.Lessard et al.A","Smoky Mtns, USA",1707,"Agroecomyrmecinae",0,245
"246","2007.Lessard et al.A","Smoky Mtns, USA",1742,"Agroecomyrmecinae",0,246
"247","2008.Sabu et al.A","Western Ghats, India",300,"Agroecomyrmecinae",0,247
"250","2008.Sabu et al.A","Western Ghats, India",600,"Agroecomyrmecinae",0,250
"252","2008.Sabu et al.A","Western Ghats, India",800,"Agroecomyrmecinae",0,252
"254","2008.Sabu et al.A","Western Ghats, India",1000,"Agroecomyrmecinae",0,254
"260","2008.Sabu et al.A","Western Ghats, India",1650,"Agroecomyrmecinae",0,260
"261","2011.Burwell&Nakamura.A","McPherson Range, Australia",300,"Agroecomyrmecinae",0,261
"263","2011.Burwell&Nakamura.A","McPherson Range, Australia",500,"Agroecomyrmecinae",0,263
"265","2011.Burwell&Nakamura.A","McPherson Range, Australia",700,"Agroecomyrmecinae",0,265
"267","2011.Burwell&Nakamura.A","McPherson Range, Australia",900,"Agroecomyrmecinae",0,267
"269","2011.Burwell&Nakamura.A","McPherson Range, Australia",1100,"Agroecomyrmecinae",0,269
"270","2011.Karaman.G","Montenegro",100,"Agroecomyrmecinae",0,270
"271","2011.Karaman.G","Montenegro",200,"Agroecomyrmecinae",0,271
"272","2011.Karaman.G","Montenegro",300,"Agroecomyrmecinae",0,272
"273","2011.Karaman.G","Montenegro",400,"Agroecomyrmecinae",0,273
"274","2011.Karaman.G","Montenegro",500,"Agroecomyrmecinae",0,274
"275","2011.Karaman.G","Montenegro",600,"Agroecomyrmecinae",0,275
"276","2011.Karaman.G","Montenegro",700,"Agroecomyrmecinae",0,276
"277","2011.Karaman.G","Montenegro",800,"Agroecomyrmecinae",0,277
"278","2011.Karaman.G","Montenegro",900,"Agroecomyrmecinae",0,278
"279","2011.Karaman.G","Montenegro",1000,"Agroecomyrmecinae",0,279
"280","2011.Karaman.G","Montenegro",1100,"Agroecomyrmecinae",0,280
"281","2011.Karaman.G","Montenegro",1200,"Agroecomyrmecinae",0,281
"282","2011.Karaman.G","Montenegro",1300,"Agroecomyrmecinae",0,282
"283","2011.Karaman.G","Montenegro",1400,"Agroecomyrmecinae",0,283
"284","2011.Karaman.G","Montenegro",1500,"Agroecomyrmecinae",0,284
"285","2011.Karaman.G","Montenegro",1600,"Agroecomyrmecinae",0,285
"286","2011.Karaman.G","Montenegro",1700,"Agroecomyrmecinae",0,286
"287","2011.Karaman.G","Montenegro",1800,"Agroecomyrmecinae",0,287
"288","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",50,"Agroecomyrmecinae",2,288
"289","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",150,"Agroecomyrmecinae",1,289
"291","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",300,"Agroecomyrmecinae",1,291
"293","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",500,"Agroecomyrmecinae",1,293
"298","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",1070,"Agroecomyrmecinae",1,298
"303","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",1500,"Agroecomyrmecinae",0,303
"308","2011.Longino&Colwell.A","Volcan Barva, Costa Rica",2000,"Agroecomyrmecinae",0,308
"309","2012.Sarnat&Economo.G","Fiji",0,"Agroecomyrmecinae",0,309
"310","2012.Sarnat&Economo.G","Fiji",100,"Agroecomyrmecinae",0,310
"311","2012.Sarnat&Economo.G","Fiji",200,"Agroecomyrmecinae",0,311
"312","2012.Sarnat&Economo.G","Fiji",300,"Agroecomyrmecinae",0,312
"313","2012.Sarnat&Economo.G","Fiji",400,"Agroecomyrmecinae",0,313
"314","2012.Sarnat&Economo.G","Fiji",500,"Agroecomyrmecinae",0,314
"315","2012.Sarnat&Economo.G","Fiji",600,"Agroecomyrmecinae",0,315
"316","2012.Sarnat&Economo.G","Fiji",700,"Agroecomyrmecinae",0,316
"317","2012.Sarnat&Economo.G","Fiji",800,"Agroecomyrmecinae",0,317
"318","2012.Sarnat&Economo.G","Fiji",900,"Agroecomyrmecinae",0,318
"319","2012.Sarnat&Economo.G","Fiji",1000,"Agroecomyrmecinae",0,319
"320","2012.Sarnat&Economo.G","Fiji",1100,"Agroecomyrmecinae",0,320
"321","2012.Sarnat&Economo.G","Fiji",1200,"Agroecomyrmecinae",0,321
"322","2012.Sarnat&Economo.G","Fiji",1300,"Agroecomyrmecinae",0,322
"323","1963.Gregg.G","Colorado, USA",1000,"Amblyoponinae",0,1
"324","1963.Gregg.G","Colorado, USA",1100,"Amblyoponinae",0,2
"325","1963.Gregg.G","Colorado, USA",1200,"Amblyoponinae",0,3
"326","1963.Gregg.G","Colorado, USA",1300,"Amblyoponinae",0,4
"327","1963.Gregg.G","Colorado, USA",1400,"Amblyoponinae",0,5
"328","1963.Gregg.G","Colorado, USA",1500,"Amblyoponinae",0,6
"329","1963.Gregg.G","Colorado, USA",1600,"Amblyoponinae",0,7
"330","1963.Gregg.G","Colorado, USA",1700,"Amblyoponinae",0,8
"331","1963.Gregg.G","Colorado, USA",1800,"Amblyoponinae",1,9
"332","1963.Gregg.G","Colorado, USA",1900,"Amblyoponinae",0,10
"333","1963.Gregg.G","Colorado, USA",2000,"Amblyoponinae",0,11
"334","1963.Gregg.G","Colorado, USA",2100,"Amblyoponinae",0,12
"335","1963.Gregg.G","Colorado, USA",2200,"Amblyoponinae",0,13
"336","1963.Gregg.G","Colorado, USA",2300,"Amblyoponinae",0,14
"337","1963.Gregg.G","Colorado, USA",2400,"Amblyoponinae",0,15
"338","1963.Gregg.G","Colorado, USA",2500,"Amblyoponinae",0,16
"339","1963.Gregg.G","Colorado, USA",2600,"Amblyoponinae",0,17
"340","1963.Gregg.G","Colorado, USA",2700,"Amblyoponinae",0,18
"341","1963.Gregg.G","Colorado, USA",2800,"Amblyoponinae",0,19
"342","1963.Gregg.G","Colorado, USA",2900,"Amblyoponinae",0,20
"343","1963.Gregg.G","Colorado, USA",3000,"Amblyoponinae",0,21
"344","1963.Gregg.G","Colorado, USA",3100,"Amblyoponinae",0,22
"345","1963.Gregg.G","Colorado, USA",3200,"Amblyoponinae",0,23
"346","1963.Gregg.G","Colorado, USA",3300,"Amblyoponinae",0,24
"347","1963.Gregg.G","Colorado, USA",3400,"Amblyoponinae",0,25
"348","1963.Gregg.G","Colorado, USA",3500,"Amblyoponinae",0,26
"349","1963.Gregg.G","Colorado, USA",3600,"Amblyoponinae",0,27
"350","1963.Gregg.G","Colorado, USA",3700,"Amblyoponinae",0,28
"351","1963.Gregg.G","Colorado, USA",3800,"Amblyoponinae",0,29
"352","1963.Gregg.G","Colorado, USA",3900,"Amblyoponinae",0,30
"353","1963.Gregg.G","Colorado, USA",4000,"Amblyoponinae",0,31
"354","1963.Gregg.G","Colorado, USA",4100,"Amblyoponinae",0,32
"355","1963.Gregg.G","Colorado, USA",4200,"Amblyoponinae",0,33
"356","1982.Allred.G","Utah, USA",700,"Amblyoponinae",0,34
"357","1982.Allred.G","Utah, USA",800,"Amblyoponinae",0,35
"358","1982.Allred.G","Utah, USA",900,"Amblyoponinae",0,36
"359","1982.Allred.G","Utah, USA",1000,"Amblyoponinae",0,37
"360","1982.Allred.G","Utah, USA",1100,"Amblyoponinae",0,38
"361","1982.Allred.G","Utah, USA",1200,"Amblyoponinae",0,39
"362","1982.Allred.G","Utah, USA",1300,"Amblyoponinae",0,40
"363","1982.Allred.G","Utah, USA",1400,"Amblyoponinae",0,41
"364","1982.Allred.G","Utah, USA",1500,"Amblyoponinae",0,42
"365","1982.Allred.G","Utah, USA",1600,"Amblyoponinae",0,43
"366","1982.Allred.G","Utah, USA",1700,"Amblyoponinae",0,44
"367","1982.Allred.G","Utah, USA",1800,"Amblyoponinae",0,45
"368","1982.Allred.G","Utah, USA",1900,"Amblyoponinae",0,46
"369","1982.Allred.G","Utah, USA",2000,"Amblyoponinae",0,47
"370","1982.Allred.G","Utah, USA",2100,"Amblyoponinae",0,48
"371","1982.Allred.G","Utah, USA",2200,"Amblyoponinae",0,49
"372","1982.Allred.G","Utah, USA",2300,"Amblyoponinae",0,50
"373","1982.Allred.G","Utah, USA",2400,"Amblyoponinae",0,51
"374","1982.Allred.G","Utah, USA",2500,"Amblyoponinae",0,52
"375","1982.Allred.G","Utah, USA",2600,"Amblyoponinae",0,53
"376","1982.Allred.G","Utah, USA",2700,"Amblyoponinae",0,54
"377","1982.Allred.G","Utah, USA",2800,"Amblyoponinae",0,55
"378","1982.Allred.G","Utah, USA",2900,"Amblyoponinae",0,56
